uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,Mappings|SAME-AS|PIH|Name,Mappings|NARROWER-THAN|PIH|Name,Mappings|BROADER-THAN|PIH|Name,Mappings|SAME-AS|PIH|Number,Mappings|NARROWER-THAN|PIH|Number,Mappings|BROADER-THAN|PIH|Number,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|BROADER-THAN|CIEL,Mappings|SAME-AS|AMPATH,Mappings|SAME-AS|org.openmrs.module.emrapi,Absolute high,Critical high,Normal high,Absolute low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
2c3a8c1c-2155-4721-afc6-baeba1e4f6be,,"Chronic OPD Details, Family History",Family History,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
d96af31e-aa19-462d-ac96-94b74cf0b123,,"Chronic OPD Details, Lives Where",Lives where,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
febc0fb7-4532-4104-9c8f-b6967cc4f29b,,"Chronic OPD Details, Lives With",Lives with,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
0c020f8b-d6e5-4614-a2b4-b61a47d5dd68,,"Chronic OPD Details, Work",Work,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
179cf03f-2a8e-436f-a9cf-653207a27439,,Ultra Poor or Poor,Ultra Poor / Poor,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
7b10e244-9483-4d19-8d67-568a2f9f129e,,Helpless or Destitute,Helpless / Destitute,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
f5534cdb-a0e8-44e7-9362-9ba5d466b711,,Disabled,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
ea074501-df74-4ed3-8899-693ff466048a,,Sr. Citizens greater than 60 years,Sr. Citizens > 60 years,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
bf7ffbef-c4cd-474b-9fe1-440ed9f10603,,Gender based violence,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
7c9532d9-e9d0-4e02-975d-52100df1473e,,"Chronic OPD Details, Free Health Service Code",,,Misc,Coded,Ultra Poor or Poor;Helpless or Destitute;Disabled;Sr. Citizens greater than 60 years;FCHV;Gender based violence;Others;Not Applicable,,,,,,,,,,,,,,,,,,,,,,
028e535d-8211-4fd7-ab41-0a9cd092a0c4,,Former Smoker,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
a7c239e4-94d3-47a2-89ad-ded273b67f69,,Non-smoker,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
dc317c54-c675-4f1e-82a5-c06f8c7b9283,,Current Smoker,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
bc229cef-44d0-4e51-9996-0e79dcaae688,,"Chronic OPD Details, Cigarette Smoker",Cigaratte Smoker,Cigarettes/day or Packs/day? Years?,Misc,Coded,Former Smoker;Non-smoker;Current Smoker,,,,,,,,,,,,,,,,,,,,,,
7e26973e-8e75-440d-9e0c-eb33924c507f,,"Chronic OPD Details, Other Forms of Tobacco",Other Forms of Tobacco,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
c9fead29-3df2-44ee-bec5-9bbd25653500,,"Chronic OPD Details, Alcohol use",Alcohol use,"Drinks/day, Type of Alcohol",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
eb37c768-d081-4077-9ff5-d137d55a3e4a,,"Chronic OPD Details, Evidence of Alcohol abuse",Evidence of Alcohol abuse,CAGE Questionnaire<br>Have you ever felt you needed to Cut down on your drinking?<br>Have people Annoyed you by criticizing your drinking?<br>Have you ever felt Guilty about drinking?<br>Have you ever felt you needed a drink first thing in the morning (Eye-opener) to steady your nerves or to get rid of a hangover?,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
781ec962-7f00-4075-9823-3987473ea329,,"Chronic OPD Details, Illicit drug use",Illicit drug use,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
6c98980a-1463-493f-88c4-1c46470c5eed,,"Chronic OPD Details, Physical Examination Details",Physical Examination Details,General <br> HEENT<br> CV<br> Lungs<br> Abdomen<br> MSK<br> Skin<br> Neuro <br> Psych<br>,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
d905963b-d28f-4111-b13d-2443bf1968a3,,"Chronic OPD Details, Lab Studies",Lab Studies,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
9f2fc98c-c2cc-45d6-a454-19e6de4f1cbb,,"Chronic OPD Details, ECG",ECG,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
1693200c-7ec5-4a64-8799-d9a366f350fb,,"Chronic OPD Details, Radiology",Radiology,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
fa33fbf8-fdb7-4ecf-8ae5-425035de0417,,"Chronic OPD Details, Microbiology",Microbiology,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
f41139e2-13e4-49df-8f8c-1d14fd477a75,,"Chronic OPD Details, Problem",Problem,"Most likely diagnosis and other differential diagnosis (space for 2-3 others)<br>Stable, unstable, improved / worse / same<br>Patient counseling and education on ____<br>Diagnostic plan and orders<br>Medication plan and prescription<br>",Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
12612fe3-a9dd-484d-af75-dec75e4d3b16,,"Asthma, Peak flow Today",What is peak flow today ?,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
309ccad1-3f1d-4809-87bd-deeca3d34159,,"Asthma, Exacerbations This Year",Number of Exacerbations this year,,Misc,Coded,Zero;One;Two;Greater than or 3,,,,,,,,,,,,,,,,,,,,,,
ba351241-0dd4-4df9-904a-599f0ee00f22,,"Asthma, Hospitalizations in Past Year",Number of Hospitalizations in last year,If more than 2 consider step-up current therapy to next level of treatment,Misc,Coded,Zero;One;Two;Greater than or 3,,,,,,,,,,,,,,,,,,,,,,
81afb4b8-9f43-427b-8d34-58dad9253e1a,,"Asthma, Weekly Usage of Rescue Inhaler",How many times per week does patient utilize rescue inhaler,"If patient using more than  2 days / week, consider step-up therapy to next level of treatment",Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
21e449f8-74a2-4e71-abd9-620594001bfa,,"Asthma, Weekly Nighttime Awakenings",Times per week does patient have nighttime awakenings secondary to shortness of breath,If 1-3x/ week consider step-up therapy to next level of treatment,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
0f1bd90f-7b0c-4c9b-9986-694df61ea666,,"Asthma, Intermittent",Intermittent,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
ec8aa390-31ff-45c7-a4cd-313f21ce366b,,"Asthma, Mild persistent",Mild persistent,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
77905b54-687d-41fe-a6cf-ae36d451ada1,,"Asthma, Moderate persistent",Moderate persistent,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
ca21dd92-ee52-4b73-b37d-9e8773618162,,"Asthma, Severe persistent",Severe persistent,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
33181078-3a5f-43de-9124-6bf3ff98ce95,,"Asthma, Severe asthma",Severe asthma,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
0abf00ad-9fca-4090-8e5a-3989e00f8c13,,"Asthma, Category of Asthma",Category of Asthma,<ul><li><b>Intermittent</b>:  Daytime asthma symptoms occurring two or fewer days per week - Two or fewer nocturnal awakenings per month</li><li><b>Mild persistent</b>: Symptoms more than twice weekly (although less than daily) - Three to four nocturnal awakenings per month due to asthma.</li><li><b>Moderate persistent</b>: Daily symptoms of asthma - Nocturnal awakenings > than once per week</li><li><b>Severe persistent</b>: Symptoms of asthma throughout the day - Nocturnal awakenings nightly</li><li><b>Severe asthma</b>: Symptoms not controlled by above treatment.</li></ul>,Misc,Coded,"Asthma, Intermittent;Asthma, Mild persistent;Asthma, Moderate persistent;Asthma, Severe persistent;Asthma, Severe asthma",,,,,,,,,,,,,,,,,,,,,,
9f8a89f3-b486-452d-b19b-6fad53770721,,"Congestive Heart Failure, Exacerbation Hospitalizations in 12 Months",Hospitalized due to CHF exacerbation in last 12 months,,Misc,Coded,Zero;One;Two;Greater than or 3,,,,,,,,,,,,,,,,,,,,,,
48ac8297-3de7-4d06-b550-f5c74c9882fe,,"Congestive Heart Failure, Is patient on diuretics",Is patient on diuretics,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
b8959fb1-803f-43df-9ca5-2d196ad573ef,,"Congestive Heart Failure, If yes, does patient take everyday as prescribed","If yes, does patient take everyday as prescribed",,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
f51d6474-5994-46a4-828a-09d025ef2029,,"Comorbidities, Hyperlipidemia",Hyperlipidemia,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
043e32b0-a2e0-4e02-8f89-49193b5c6b11,,"Comorbidities, Atrial Fibrillation",Atrial Fibrillation,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
ee9e2c79-e96b-432a-b81d-bf168681462b,,Alcohol Abuse,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
eae0891f-1a2e-4505-a57a-52aa192a1b99,,"Comorbidities, Valvular Heart Disease",Valvular Heart Disease,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
97e0ff4f-6dfc-4fc5-b4eb-7b8c41062637,,"Comorbidities, Drugs (Cocaine)",Drugs (Cocaine),,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
b268b6e1-a116-4eea-b9cb-b6bb4236fff2,,"Congestive Heart Failure, Major comorbidities",Major comorbidities,,Misc,Coded,"Comorbidities, HIV;Comorbidities, Diabetes;Comorbidities, Hypertension;Comorbidities, Hyperlipidemia;Comorbidities, Atrial Fibrillation;Alcohol Abuse;Comorbidities, Valvular Heart Disease;Comorbidities, Drugs (Cocaine)",,,,,,,,,,,,,,,,,,,,,,
921d6355-a4d5-4f71-a9ab-7494cc58545f,,"Congestive Heart Failure, Details of Other Chronic Medical Problems",Details of other chronic medical problems,Are the other medical problems controlled,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
1973a47e-6750-410c-b748-8900d4e8ad2f,,Severity classification NYHA - Class I,Class I,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
127d6ea2-4d23-4100-ac8b-d8c3cd345d55,,Severity classification NYHA - Class II,Class II,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
9d5ec533-36f1-4f64-acaf-5d86726dba26,,Severity classification NYHA - Class III,Class III,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
8fc57db0-9de5-4db2-956a-b25e5b83c2c2,,Severity classification NYHA - Class IV,Class IV,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
93036341-0dc1-4cd2-aee6-a7d9363387ce,,"Congestive Heart Failure, Severity classification NYHA",Severity classification NYHA,<b>Class I</b> - symptoms of HEART FAILURE only at activity levels that would limit normal individuals<br/><b>Class II</b> - symptoms of HEART FAILURE with ordinary exertion<br/><b>Class III</b> - symptoms of HEART FAILURE with less than ordinary exertion<br/><b>Class IV</b> - symptoms of HEART FAILURE at rest,Misc,Coded,Severity classification NYHA - Class I;Severity classification NYHA - Class II;Severity classification NYHA - Class III;Severity classification NYHA - Class IV,,,,,,,,,,,,,,,,,,,,,,
6f626190-e2a6-46a0-99b6-982ee305e759,,"Coronary Artery Disease, EKG",Last EKG,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
9b3935ca-1937-4c31-be1c-cd1fb9cd1db3,,"Coronary Artery Disease, Last EKG Date",Last EKG date,,Misc,Date,,,,,,,,,,,,,,,,,,,,,,,
44c49ad6-6456-4c91-8753-3ac7a59d3ace,,"Coronary Artery Disease, Changes in EKG",Any changes in EKG,Baseline and then q12 months unless symptoms of chest pain,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
0f501873-2f47-4826-b783-9238fa7728b0,,"Coronary Artery Disease, Symptoms of Angina",Symptoms of Angina since last visit,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
b2af7b52-d8d6-4202-8fec-a71c528041f0,,"Coronary Artery Disease, Symptoms of Heart Failure",Symptoms Of Heart Failure Since Last Visit,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
2090e034-901a-4b1a-b50c-8d3e42757e2e,,"Coronary Artery Disease, Is on Max Dose Anti-Anginal",Is patient on max dose anti-anginal medicines,Atenolol and nitrates are first-line treatment for angina,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
96ff0ea6-217d-4bf6-9ea8-e06224510bba,,Age > 60/65 m/f,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
652849fe-076d-4666-b308-cdad379a9d01,,Smoking,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
4b61df4f-131d-4c7a-9d73-2e892d3b823c,,"Coronary Artery Disease, Risk factors",Risk factors,,Misc,Coded,"Comorbidities, Hypertension;Comorbidities, Diabetes;Comorbidities, Hyperlipidemia;Age > 60/65 m/f;Smoking",,,,,,,,,,,,,,,,,,,,,,
c8a02e3c-4293-41b9-81d8-2f750cddc659,,"Coronary Artery Disease, Patient on Atorvastatin",Is patient on Atorvastatin (at least 20 mg),All patient w/ CAD should be on at least 20mg atorvastatin or 40mg,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
89a9f215-b37c-4fab-a840-4281a918fcfb,,"Coronary Artery Disease, Patient on Low Dose Aspirin",Is patient on low dose aspirin ?,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
be6ae6f0-0ac5-4090-a139-439354924d6b,,"Coronary Artery Disease, If Not Aspirin What is the Contraindication",If not on aspirin what is the contraindication,All patients with CAD should be on low-dose aspirin for prevention unless a contraindication exists,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
d1a9e679-2f39-434a-b702-2ba7fe451026,,"Rheumatoid Arthritis, Meets All 5 Diagnostic Criteria",Meets all 5 diagnostic criteria,"Meet all 5 of the following <li>Inflammatory arthritis involving three or more joints</li> <li>Duration of symptoms is more than six weeks.</li> <li>Positive rheumatoid factor (RF)</li> <li>Elevated levels of C-reactive protein (CRP) or the erythrocyte sedimentation rate (ESR)</li> <li>Diseases with similar clinical features have been excluded (crystal dz, lupus, psoriatic)</li>",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
81a12272-8bce-4dcf-a45f-32b567119e82,,"Rheumatoid Arthritis, Meets All 3 Diagnostic Criteria",Meets all 3 diagnostic criteria,Meet all 3 of the below: <li>Presence of inflammation in at least one joint</li> <li>The absence of an alternative diagnosis that better explains the joint inflammation</li> <li>Achievement of a total score of at least 6</li>,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
496708a0-ab4d-430c-b071-f780b235559d,,"Rheumatoid Arthritis, Number And Site Score",Number and Site of involved joint,"<li><strong>1</strong> Point - 2 to 10 large joints from among shoulders, elbows, hips, knees, and ankles)</li> <li><strong>2</strong> Points - 1 to 3 small joints (from among the metacarpophalangeal joints, proximal interphalangeal joints, second through fifth metatarsophalangeal joints, thumb interphalangeal joints, and wrists</li> <li><strong>3</strong> Points - 4 to 10 small joints</li> <li><strong>5</strong> Points - Greater than 10 joints (including at least 1 small joint)</li>",Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,
f40f331a-2de3-484f-acd4-b1b6ec80d08e,,"Rheumatoid Arthritis, Serological Abnormality Score",Serological abnormality,Serological abnormality (rheumatoid factor) <li><strong>0 </strong>Point – If Negative</li> <li><strong>3</strong> Points – If Positive</li>,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,
ee9a12e7-fbd5-4adc-83b5-245062d05b9b,,"Rheumatoid Arthritis, Elevated Acute Phase Response Score",Elevated acute phase response,Elevated acute phase response (erythrocyte sedimentation rate [ESR]<br> or C-reactive protein [CRP]) above the ULN<br> <li><strong>0</strong> Point – Both Not Raised</li> <li><strong>1 </strong>Point – At Least One Raised</li>,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,
de2f5614-4a02-4969-89a7-4518abea560d,,"Rheumatoid Arthritis, Symptom Duration Score",Symptom duration,Symptom Duration <li><strong>0</strong> Point – Less than 6 Weeks</li> <li><strong>1</strong> Point – Greater than equal to 6 Weeks</li>,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,,
7333736e-06d1-4439-a44f-2bf2ec061b4d,,"Rheumatoid Arthritis, Total score",Total score,,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
fc4a6283-70f2-49fd-82fb-d8c8a6bbd5ba,,"Rheumatoid Arthritis, Joint Pain or Joint Swelling Today",Patient has joint pain or joint swelling today,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
50be9682-6b83-4d44-8d7f-6af290932036,,"Rheumatoid Arthritis, Needs Acute Pain Management Today",Patient needs acute pain management today,"Pain control -- NSAIDs: paracetamol 500mg po qid, and/or ibuprofen 400mg po tid.<br>Acute flare w/ evidence of joint swelling or effusions -- prednisolone 10mg po daily x 7 days.<br>** STOP prednisone and NSAIDs when disease control is achieved.<br>",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
d44b608f-8e59-44bb-9e84-ae4d8b495792,,"Rheumatoid Arthritis, Patient on Methotrexate",Is patient on Methotrexate,"CONTRAINDICATIONS  pregnant, breast-feeding, patients with liver disease or alcohol intake, <br>renal impairment, immunodeficiency syndrome<br>",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
b310125d-211d-417e-a3c4-c97ff65bd274,,"Rheumatic Heart Disease, Symptoms of Heart Failure Today",Symptoms of heart failure today ?,"if yes, patients with resultant CHF or valve damage should be on lifelong penicillin, SEE BELOW for dosing regimen",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
5cc4a95b-2b03-4d70-955b-e04617070f4f,,"Rheumatic Heart Disease, NYHA Stage",NYHA Stage,- Class I â symptoms of HEART FAILURE only at activity levels that would limit normal individuals<br>- Class II â symptoms of HEART FAILURE  with ordinary exertion<br>- Class III â symptoms of HEART FAILURE  with less than ordinary exertion<br>- Class IV â symptoms of HEART FAILURE  at rest<br>,Misc,Coded,Severity classification NYHA - Class I;Severity classification NYHA - Class II;Severity classification NYHA - Class III;Severity classification NYHA - Class IV,,,,,,,,,,,,,,,,,,,,,,
8f598687-6f89-481c-b9a4-1d9d1442f098,,"Rheumatic Heart Disease, Patient Had Valve Replacement",Patient had valve replacement,"patients with resultant CHF or valve damage should be on lifelong penicillin,<br>SEE BELOW for dosing regimen<br>",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
c28d6e69-1487-415d-9d73-7aa3ff323d06,,"Rheumatic Heart Disease, On Appropriate Anti-Coagulation",If patient had valve replacement are they on appropriate anti-coagulation,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
d9d2fce9-0eff-48a0-ad49-af456846ddc9,,"Rheumatic Heart Disease, Details On Appropriate Anti-Coagulation",Details on appropriate anti-coagulation,Patients with mechanical valves should be on Coumadin with goal INR 2.5-3.5,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
83859b3e-91ac-4f6e-a34a-643a0f6e45c2,,"Rheumatic Heart Disease, Patient Youngert than 25 Years",Is the patient younger than 25 Years,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
1bcff86c-f1c1-442d-b143-79283bc6c67c,,"Rheumatic Heart Disease, Less than 10 Years Since Last RHD Attack",Is it less than 10 years since last attack of RHD,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
58337aac-7e57-442f-9075-44795fa283de,,"Rheumatic Heart Disease, If Either Question Above is Yes",If either question above is yes,"if either question above is yes,<br>then patient needs to be on penicillin until one of these requirements are met.<br> See below for dosing regimen<br>",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
26d1ef4c-08ca-40a2-97fd-96af62e7df9c,,"Rheumatic Heart Disease, Is Patient Getting q1 Month Penicillin",Is patient getting q1 month penicillin,Should get PCN with doses Benzathine penicillin G<br>Adults above 27kg =1.2 million units IM once / 4 weeks<br>Children above 27kg = 600 000 units IM once/ 4 weeks<br>,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
a83eb67e-0314-4eb2-835f-1a7a63c7c739,,"Seizure Disorder, Last Seizure Date",Date of last seizure,,Misc,Date,,,,,,,,,,,,,,,,,,,,,,,
43c3b978-0daa-49e3-af2f-1430303afb24,,"Seizure Disorder, Average Seizures per Month in Last 12 Months","On average, in last 12 months, how many seizures does patient have / month",,Misc,Coded,Zero;One;Two;Greater than or 3,,,,,,,,,,,,,,,,,,,,,,
f305f8aa-9c95-4b01-8205-336910339dee,,Partial,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
e2de8573-1ea2-499d-abe0-e8dd38663a6b,,Generalized / Tonic â Clonic,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
fcf96cb5-4441-4e2d-b1c0-a82e3b7c2ebe,,"Seizure Disorder, Seizure Classification",Seizure Classification,"<strong>Partial</strong></strong> <li>Rhythmic jerking movements of the face, arm, or leg may stare into space</li> <li>Remain motionless</li> <li>Engage in repetitive behaviors ( facial grimacing, gesturing, chewing, lip smacking, snapping fingers, repeating words or phrases, walking, running, or undressing)</li> <strong>Generalized / Tonic – Clonic:</strong> <li>Scream or shriek</li> <li>Appear cyanotic</li> <li>Violent muscle jerking / appears stiff</li> <li>Tongue biting</li> <li>Frothing from mouth</li> <li>Loss of bowel/bladder control</li> <li>Loss of consciousness</li>",Misc,Coded,Partial;Generalized / Tonic â Clonic,,,,,,,,,,,,,,,,,,,,,,
c9189447-98e6-4d3b-8a88-bac60746f00e,,"Seizure Disorder, History of Childhood Onset",History of Childhood Onset,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
0f78f579-7587-4f17-86a2-335e50e82080,,"Seizure Disorder, History of Head Trauma Before First Seizure",History of Head Trauma Before First Seizure,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
b80ba3b5-b842-4411-a927-0bfa8a3b70a2,,"Seizure Disorder, Takes Medicines Everyday",Patient takes medicines everyday,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
4446352f-430b-4ba2-be3c-e83757214d79,,"Seizure Disorder, If patient doesnât take medicines, why not","If patient doesnât take medicines, why not","Ask about side effects, forgetfulness, doesnât believe needs, other",Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
27701711-b473-4c05-a4b6-01e24bad90d7,,"Seizure Disorder, Pregnant or Planning on Getting Pregnant",Is patient pregnant or planning to get pregnant,"if patient is planning on getting pregnant,<br>please discuss case with MBBS, MDGP, or specialist<br>",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
17afaa78-f3b8-4383-b64c-ef5b7780215a,,"Stroke, Systolic",Systolic,,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
efa7581a-7fe0-4fd5-a6f7-07648203f2da,,"Stroke, Diastolic",Diastolic,,Misc,Numeric,,,,,,,,,,,,,,,,,,,,,,1,
ace454a6-43e1-453a-b7c2-ce24eeadf079,,"Stroke, LDL",LDL,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
4f880005-0c6b-4723-8cb1-030a22ffe344,,"Stroke, Last LDL Date",Last LDL date,,Misc,Date,,,,,,,,,,,,,,,,,,,,,,,
64ec569a-6b10-4d85-8516-6482f1c68335,,"Stroke, Does Patient Have Hypertension",Does Patient Have Hypertension,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
c86cc7c9-2893-4252-b462-3aab6d7cfa24,,"Stroke, Is Hypertension Controlled",,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
a21cb0b1-85f0-4f49-ad26-a5fa877266af,,"Stroke, Smoker",Smoker,"if yes, please counsel patient on quitting smoking",Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
0b5abb23-c4c7-4b0c-94ce-047686c33561,,"Stroke, Patient is Diabetic",Does patient have diabetes,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
4ca383c0-127d-4bbb-864b-282fc1fc64c9,,"Stroke, Is Diabetes Controlled",Is diabetes controlled,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
7e035f48-a95b-4259-a455-28d3a47adf6a,,"Stroke, A1c",A1c,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
4498106a-8b68-488b-800e-c43a83b14924,,"Stroke, Last A1c Date",Last A1c date,,Misc,Date,,,,,,,,,,,,,,,,,,,,,,,
bbee03c0-84af-402c-9509-96272fb7d336,,"Stroke, Patient on low-dose aspirin for secondary stroke prevention",Is patient on low-dose aspirin for secondary stroke prevention,All patients with prior stroke should be on low-dose aspirin unless history of life threatening GI bleeding,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
8711d5d0-a8ef-4a41-920a-3a748546e48b,,"Stroke, Qualifies for Atorvastatin",Does patient qualify for atorvastatin,All patients with prior stroke should be on a statin.,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,
506d37ec-84b7-418c-925e-2a0ff9d72300,,Depression,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
60a6389c-833f-414b-bbc2-17e2f025c724,,"Chronic OPD Details, Psych",Psych,,Misc,Coded,Anxiety;Sleep Changes;Depression;Mania;Lack of Energy;Paranoia;Performance,,,,,,,,,,,,,,,,,,,,,,
feb08b66-32ce-48dd-8d44-e200ae1e0b65,,Lumps,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
3f3474d0-3ac9-4774-817f-461908059956,,"Chronic OPD Details, Skin / Breast",Skin / Breast,,Misc,Coded,Nipple Discharge;Wound;General rash;Pruritus;Lumps;Dryness;Tumors;Nodules,,,,,,,,,,,,,,,,,,,,,,
0155f958-8089-4fcc-a0ba-03cb19498f7b,,ECG Details,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
252629ad-0ea0-426b-a7fa-9dc5b9d6c54b,,"Operative Notes, OPD",OPD,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
f2c680be-6efe-4bd1-97b8-48003c894d0d,,"Operative Notes, Emergency",Emergency,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
08dc73b0-3156-423d-97c5-4efb37e61ac1,,"Operative Notes, IPD",IPD,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
623a0fb6-06f5-4c59-9c29-22268d42ae5a,,RHD - Other,Other,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,
e71b1111-7e8a-4099-9544-05601b0a8b02,,ECG Done in,,,Misc,Coded,"Operative Notes, OPD;Operative Notes, Emergency;Operative Notes, IPD;RHD - Other",,,,,,,,,,,,,,,,,,,,,,
28756adb-4e65-4bcf-b220-6d3f134a9b05,,ECG Done by,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
72d996c5-ac8d-4cfd-8442-d93a1c450be3,,ECG Remarks,Remarks,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
8afab6f4-f047-4d7d-b883-12dae14cebd1,,"ER General Notes, Free Health Service Code",Free Health Service Code,,Misc,Coded,Ultra Poor or Poor;Helpless or Destitute;Disabled;Sr. Citizens greater than 60 years;FCHV;Gender based violence;Others;Not Applicable,,,,,,,,,,,,,,,,,,,,,,
8eaefeb9-95f6-4e9c-89e9-91d9620d3e9a,,"ER General Notes, Chief Complaint",Chief Complaint,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,
